epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.745319890975952,2.67546875,12.333333333333334,35.666666717529296
1,1.6823200114568075,0.51388671875,91.0,99.66666666666667
2,0.7863974253336589,0.27167154947916666,94.0,100.0
3,0.6708046134312947,0.28973063151041667,94.66666666666667,99.66666666666667
4,0.6257496484120687,0.2623876953125,94.33333333333333,99.66666666666667
5,0.6073161840438843,0.26915120442708335,94.66666666666667,99.66666666666667
6,0.6106050896644593,0.4022135416666667,89.66666666666667,99.0
7,0.7225843644142151,0.4825797526041667,87.33333333333333,99.0
8,0.739816742738088,0.4227213541666667,90.66666687011718,99.0
9,0.7590786472956339,0.473828125,88.0,99.0
10,0.7752559844652812,0.5743831380208333,84.33333333333333,98.66666666666667
11,0.7288211886088053,0.7575569661458333,80.0,97.33333333333333
12,0.8334522891044617,0.8081754557291667,79.00000020345053,98.00000010172526
13,0.873091127872467,0.6681315104166666,81.33333343505859,98.66666666666667
14,0.7266760921478271,0.5948795572916666,84.33333353678385,98.00000020345053
15,0.7525183455149332,0.6612939453125,83.66666666666667,98.33333333333333
16,0.7849045515060424,0.9638020833333333,71.00000010172526,95.66666676839192
17,0.7585060977935791,0.7438053385416666,80.33333353678385,97.33333333333333
18,0.8010598142941793,0.5394108072916667,85.33333353678385,99.0
19,0.9091133443514506,0.9074348958333334,76.33333353678385,99.0
20,1.0458827590942383,1.1021809895833334,69.33333353678385,93.00000020345053
